Date,Day of Week,Visitor Team,Home Team,VisitorPts,HomePts,Day or Night,Attendance,Time of Game (minutes)
24/09/2021,Fri,San Francisco Giants,Colorado Rockies,7,2,N,41613,186
24/09/2021,Fri,New York Mets,Milwaukee Brewers,1,5,N,27452,176
24/09/2021,Fri,Pittsburgh Pirates,Philadelphia Phillies,6,8,N,20548,219
24/09/2021,Fri,Atlanta Braves,San Diego Padres,4,0,N,33265,148
24/09/2021,Fri,Seattle Mariners,Los Angeles Angels,6,5,N,18551,220
24/09/2021,Fri,Texas Rangers,Baltimore Orioles,8,5,N,7935,213
24/09/2021,Fri,New York Yankees,Boston Red Sox,8,3,N,36026,211
24/09/2021,Fri,Chicago White Sox,Cleveland Indians,1,0,N,18576,168
24/09/2021,Fri,Kansas City Royals,Detroit Tigers,3,1,N,24877,187
24/09/2021,Fri,Toronto Blue Jays,Minnesota Twins,1,3,N,18861,158
24/09/2021,Fri,Houston Astros,Oakland Athletics,2,14,N,21105,226
24/09/2021,Fri,Miami Marlins,Tampa Bay Rays,0,8,N,15340,179
25/09/2021,Sat,Los Angeles Dodgers,Arizona D'Backs,2,7,N,28026,187
25/09/2021,Sat,St. Louis Cardinals,Chicago Cubs,8,5,D,32918,198
25/09/2021,Sat,Washington Nationals,Cincinnati Reds,6,7,N,18293,221
25/09/2021,Sat,San Francisco Giants,Colorado Rockies,7,2,N,45063,216
25/09/2021,Sat,New York Mets,Milwaukee Brewers,1,2,N,35388,196
25/09/2021,Sat,Pittsburgh Pirates,Philadelphia Phillies,0,3,D,28135,153
25/09/2021,Sat,Atlanta Braves,San Diego Padres,10,8,D,39026,247
25/09/2021,Sat,Seattle Mariners,Los Angeles Angels,1,14,N,30221,187
25/09/2021,Sat,Texas Rangers,Baltimore Orioles,2,3,N,10645,174
25/09/2021,Sat,New York Yankees,Boston Red Sox,5,3,D,36103,213
25/09/2021,Sat,Chicago White Sox,Cleveland Indians,0,6,N,24082,160
25/09/2021,Sat,Kansas City Royals,Detroit Tigers,1,5,N,16424,180
25/09/2021,Sat,Toronto Blue Jays,Minnesota Twins,6,1,N,27183,198
25/09/2021,Sat,Houston Astros,Oakland Athletics,1,2,D,13037,169
25/09/2021,Sat,Miami Marlins,Tampa Bay Rays,3,7,N,23783,179
26/09/2021,Sun,Los Angeles Dodgers,Arizona D'Backs,3,0,D,16648,208
26/09/2021,Sun,St. Louis Cardinals,Chicago Cubs,4,2,D,26547,216
26/09/2021,Sun,Washington Nationals,Cincinnati Reds,2,9,D,21328,223
26/09/2021,Sun,San Francisco Giants,Colorado Rockies,6,2,D,31043,211
26/09/2021,Sun,New York Mets,Milwaukee Brewers,4,8,D,43430,204
26/09/2021,Sun,Pittsburgh Pirates,Philadelphia Phillies,6,0,D,29336,211
26/09/2021,Sun,Atlanta Braves,San Diego Padres,4,3,D,41294,228
26/09/2021,Sun,Seattle Mariners,Los Angeles Angels,5,1,D,22057,189
26/09/2021,Sun,Texas Rangers,Baltimore Orioles,7,4,D,13495,191
26/09/2021,Sun,New York Yankees,Boston Red Sox,6,3,N,36312,222
26/09/2021,Sun,Chicago White Sox,Cleveland Indians,5,2,D,21957,218
26/09/2021,Sun,Kansas City Royals,Detroit Tigers,2,1,D,23788,198
26/09/2021,Sun,Toronto Blue Jays,Minnesota Twins,5,2,D,20676,207
26/09/2021,Sun,Houston Astros,Oakland Athletics,3,4,D,12288,217
26/09/2021,Sun,Miami Marlins,Tampa Bay Rays,2,3,D,20826,174
27/09/2021,Mon,Pittsburgh Pirates,Cincinnati Reds,1,13,D,11055,191
27/09/2021,Mon,Washington Nationals,Colorado Rockies,5,4,N,20388,225
27/09/2021,Mon,Kansas City Royals,Cleveland Indians,3,8,D,13121,164
27/09/2021,Mon,Chicago White Sox,Detroit Tigers,8,7,D,11044,224
27/09/2021,Mon,Oakland Athletics,Seattle Mariners,4,13,N,11169,200
28/09/2021,Tue,Philadelphia Phillies,Atlanta Braves,1,2,N,29238,166
28/09/2021,Tue,Washington Nationals,Colorado Rockies,1,3,N,21693,180
28/09/2021,Tue,San Diego Padres,Los Angeles Dodgers,1,2,N,52128,184
28/09/2021,Tue,Miami Marlins,New York Mets,2,5,D,0,142
28/09/2021,Tue,Miami Marlins,New York Mets,1,2,N,20647,179
28/09/2021,Tue,Chicago Cubs,Pittsburgh Pirates,6,8,N,9218,184
28/09/2021,Tue,Arizona D'Backs,San Francisco Giants,4,6,N,28122,222
28/09/2021,Tue,Milwaukee Brewers,St. Louis Cardinals,2,6,N,35726,174
28/09/2021,Tue,Boston Red Sox,Baltimore Orioles,2,4,N,8098,157
28/09/2021,Tue,Cincinnati Reds,Chicago White Sox,1,7,N,25242,169
28/09/2021,Tue,Tampa Bay Rays,Houston Astros,3,4,N,32297,179
28/09/2021,Tue,Cleveland Indians,Kansas City Royals,4,6,N,11670,204
28/09/2021,Tue,Detroit Tigers,Minnesota Twins,2,3,N,16329,183
28/09/2021,Tue,Oakland Athletics,Seattle Mariners,2,4,N,12635,188
28/09/2021,Tue,Los Angeles Angels,Texas Rangers,2,5,N,20066,179
28/09/2021,Tue,New York Yankees,Toronto Blue Jays,7,2,N,28769,216
29/09/2021,Wed,Philadelphia Phillies,Atlanta Braves,2,7,N,27664,185
29/09/2021,Wed,Washington Nationals,Colorado Rockies,5,10,D,20613,237
29/09/2021,Wed,San Diego Padres,Los Angeles Dodgers,9,11,N,45366,214
29/09/2021,Wed,Miami Marlins,New York Mets,3,2,N,22610,159
29/09/2021,Wed,Chicago Cubs,Pittsburgh Pirates,3,2,N,9236,224
29/09/2021,Wed,Arizona D'Backs,San Francisco Giants,0,1,N,23110,172
29/09/2021,Wed,Milwaukee Brewers,St. Louis Cardinals,4,0,N,35283,168
29/09/2021,Wed,Boston Red Sox,Baltimore Orioles,6,0,N,8732,182
29/09/2021,Wed,Cincinnati Reds,Chicago White Sox,1,6,N,23018,161
29/09/2021,Wed,Tampa Bay Rays,Houston Astros,7,0,N,28321,184
29/09/2021,Wed,Cleveland Indians,Kansas City Royals,5,10,N,10373,196
29/09/2021,Wed,Detroit Tigers,Minnesota Twins,2,5,N,17254,185
29/09/2021,Wed,Oakland Athletics,Seattle Mariners,2,4,N,17366,186
29/09/2021,Wed,Los Angeles Angels,Texas Rangers,7,2,N,23241,200
29/09/2021,Wed,New York Yankees,Toronto Blue Jays,5,6,N,29601,172
30/09/2021,Thu,Philadelphia Phillies,Atlanta Braves,3,5,N,38235,173
30/09/2021,Thu,San Diego Padres,Los Angeles Dodgers,3,8,N,52550,175
30/09/2021,Thu,Miami Marlins,New York Mets,3,12,N,24312,205
30/09/2021,Thu,Chicago Cubs,Pittsburgh Pirates,9,0,N,10152,169
30/09/2021,Thu,Arizona D'Backs,San Francisco Giants,4,5,N,27503,208
30/09/2021,Thu,Milwaukee Brewers,St. Louis Cardinals,3,4,D,29161,161
30/09/2021,Thu,Boston Red Sox,Baltimore Orioles,2,6,N,13012,160
30/09/2021,Thu,Tampa Bay Rays,Houston Astros,2,3,N,31608,180
30/09/2021,Thu,Cleveland Indians,Kansas City Royals,6,1,N,11288,184
30/09/2021,Thu,Detroit Tigers,Minnesota Twins,10,7,N,21186,213
30/09/2021,Thu,Los Angeles Angels,Texas Rangers,6,7,D,19960,198
30/09/2021,Thu,New York Yankees,Toronto Blue Jays,6,2,N,29659,209
01/10/2021,Fri,Colorado Rockies,Arizona D'Backs,9,7,N,15189,202
01/10/2021,Fri,New York Mets,Atlanta Braves,4,3,N,32659,182
01/10/2021,Fri,Milwaukee Brewers,Los Angeles Dodgers,6,8,N,51388,218
01/10/2021,Fri,Philadelphia Phillies,Miami Marlins,5,0,N,8469,181
01/10/2021,Fri,Cincinnati Reds,Pittsburgh Pirates,2,9,N,13582,201
01/10/2021,Fri,San Diego Padres,San Francisco Giants,0,3,N,33975,170
01/10/2021,Fri,Chicago Cubs,St. Louis Cardinals,3,4,N,41618,205
01/10/2021,Fri,Boston Red Sox,Washington Nationals,4,2,N,32521,205
01/10/2021,Fri,Detroit Tigers,Chicago White Sox,1,8,N,30729,205
01/10/2021,Fri,Oakland Athletics,Houston Astros,8,6,N,26762,234
01/10/2021,Fri,Minnesota Twins,Kansas City Royals,6,11,N,14293,210
01/10/2021,Fri,Tampa Bay Rays,New York Yankees,4,3,N,41469,205
01/10/2021,Fri,Los Angeles Angels,Seattle Mariners,2,1,N,44169,193
01/10/2021,Fri,Cleveland Indians,Texas Rangers,9,6,N,22700,186
01/10/2021,Fri,Baltimore Orioles,Toronto Blue Jays,4,6,N,28855,175
02/10/2021,Sat,Colorado Rockies,Arizona D'Backs,2,11,N,19418,197
02/10/2021,Sat,New York Mets,Atlanta Braves,5,6,N,37616,193
02/10/2021,Sat,Milwaukee Brewers,Los Angeles Dodgers,3,8,N,49705,173
02/10/2021,Sat,Philadelphia Phillies,Miami Marlins,1,3,N,9655,172
02/10/2021,Sat,Cincinnati Reds,Pittsburgh Pirates,6,8,N,22910,222
02/10/2021,Sat,San Diego Padres,San Francisco Giants,3,2,D,40760,221
02/10/2021,Sat,Chicago Cubs,St. Louis Cardinals,6,5,N,45239,205
02/10/2021,Sat,Boston Red Sox,Washington Nationals,5,3,D,41465,233
02/10/2021,Sat,Detroit Tigers,Chicago White Sox,4,5,N,36320,185
02/10/2021,Sat,Oakland Athletics,Houston Astros,4,10,N,29208,228
02/10/2021,Sat,Minnesota Twins,Kansas City Royals,4,0,N,22321,172
02/10/2021,Sat,Tampa Bay Rays,New York Yankees,12,2,D,41648,206
02/10/2021,Sat,Los Angeles Angels,Seattle Mariners,4,6,N,44414,217
02/10/2021,Sat,Cleveland Indians,Texas Rangers,2,7,N,27362,170
02/10/2021,Sat,Baltimore Orioles,Toronto Blue Jays,1,10,D,29916,167
03/10/2021,Sun,Colorado Rockies,Arizona D'Backs,4,5,D,12565,201
03/10/2021,Sun,New York Mets,Atlanta Braves,0,5,D,33203,146
03/10/2021,Sun,Milwaukee Brewers,Los Angeles Dodgers,3,10,D,43170,200
03/10/2021,Sun,Philadelphia Phillies,Miami Marlins,4,5,D,9149,166
03/10/2021,Sun,Cincinnati Reds,Pittsburgh Pirates,6,3,D,13011,179
03/10/2021,Sun,San Diego Padres,San Francisco Giants,4,11,D,36901,176
03/10/2021,Sun,Chicago Cubs,St. Louis Cardinals,3,2,D,46525,131
03/10/2021,Sun,Boston Red Sox,Washington Nationals,7,5,D,33986,226
03/10/2021,Sun,Detroit Tigers,Chicago White Sox,5,2,D,30722,196
03/10/2021,Sun,Oakland Athletics,Houston Astros,6,7,D,29752,172
03/10/2021,Sun,Minnesota Twins,Kansas City Royals,7,3,D,17158,190
03/10/2021,Sun,Tampa Bay Rays,New York Yankees,0,1,D,40409,183
03/10/2021,Sun,Los Angeles Angels,Seattle Mariners,7,3,D,44229,236
03/10/2021,Sun,Cleveland Indians,Texas Rangers,6,0,D,28396,174
03/10/2021,Sun,Baltimore Orioles,Toronto Blue Jays,4,12,D,29942,202
